Game,Japan Sales,GameID,Pos,PAL Sales,Other Sales,NA Sales,Metacritic Score,Total Sales,User Score
1080° Avalanche,,1080° Avalanche | GCN,566,,,,,,
Resident Evil 5: Gold Edition,,Resident Evil 5: Gold Edition | PS3,1412,,,,,,8.1
Resident Evil 6,0.88,Resident Evil 6 | PS3,51,0.97,0.39,0.88,74.0,3.12,5.5
Resident Evil Chronicles HD,0.09,Resident Evil Chronicles HD | PS3,1049,,,,,0.09,
Resident Evil Zero,,Resident Evil Zero | PS3,1399,,,,,,
Resident Evil: Operation Raccoon City,0.36,Resident Evil: Operation Raccoon City | PS3,196,0.24,0.1,0.48,52.0,1.18,4.9
Resident Evil: Revelations,0.22,Resident Evil: Revelations | PS3,342,0.32,0.09,0.14,74.0,0.76,7.3
Resident Evil: Revelations 2,0.17,Resident Evil: Revelations 2 | PS3,652,0.05,0.02,0.06,,0.3,6.8
Resident Evil: The Umbrella Chronicles,,Resident Evil: The Umbrella Chronicles | PS3,1724,,,,,,6.5
Resistance 2,0.1,Resistance 2 | PS3,74,0.84,0.38,1.15,87.0,2.47,6.1
Resistance 3,0.05,Resistance 3 | PS3,144,0.57,0.22,0.64,83.0,1.49,7.8
Resistance Dual Pack,,Resistance Dual Pack | PS3,1328,0.01,,,,0.01,
Resistance: Fall of Man,0.14,Resistance: Fall of Man | PS3,33,1.72,0.76,1.74,86.0,4.37,8.1
RESOGUN,,RESOGUN | PS3,1725,,,,,,
Resonance of Fate,0.24,Resonance of Fate | PS3,354,0.22,0.08,0.2,72.0,0.74,8.1
Retro City Rampage,,Retro City Rampage | PS3,1726,,,,71.0,,7.0
Ride,0.01,Ride | PS3,1146,0.03,0.01,,,0.06,
Ride to Hell,,Ride to Hell | PS3,1174,0.02,0.01,0.02,,0.04,
Ridge Racer 7,0.16,Ridge Racer 7 | PS3,156,0.7,0.26,0.24,78.0,1.37,7.2
Ridge Racer Unbounded,,Ridge Racer Unbounded | PS3,873,0.09,0.03,0.05,72.0,0.17,6.0
Rinne no Lagrange: Kamogawa Days,0.02,Rinne no Lagrange: Kamogawa Days | PS3,1289,,,,,0.02,
Rio,,Rio | PS3,934,0.07,0.02,0.04,65.0,0.14,
Rise of the Argonauts,,Rise of the Argonauts | PS3,817,0.12,0.03,0.05,57.0,0.19,7.2
Rise of the Guardians: The Video Game,,Rise of the Guardians: The Video Game | PS3,1727,,,,,,
Risen 2: Dark Waters,0.01,Risen 2: Dark Waters | PS3,763,0.14,0.03,0.04,47.0,0.23,5.2
Risen 3: Titan Lords,,Risen 3: Titan Lords | PS3,1070,0.05,0.01,0.02,36.0,0.08,3.9
River City Super Sports Challenge: All-Star Special,,River City Super Sports Challenge: All-Star Special | PS3,1728,,,,,,
Robert Ludlum's The Bourne Conspiracy,,Robert Ludlum's The Bourne Conspiracy | PS3,569,0.14,0.06,0.18,70.0,0.39,7.6
Robot Rescue Revolution,,Robot Rescue Revolution | PS3,1729,,,,,,
Robotics;Notes,0.11,Robotics;Notes | PS3,1014,,,,,0.11,
Rock Band,,Rock Band | PS3,128,0.41,0.22,0.99,92.0,1.62,8.4
Rock Band 2,,Rock Band 2 | PS3,141,0.2,0.16,1.13,91.0,1.5,7.9
Rock Band 3,,Rock Band 3 | PS3,443,0.09,0.06,0.43,91.0,0.57,8.0
Rock Band Country Track Pack,,Rock Band Country Track Pack | PS3,818,,0.02,0.18,,0.19,
Rock Band Country Track Pack 2,,Rock Band Country Track Pack 2 | PS3,1106,,0.01,0.07,,0.07,
Rock Band Track Pack Volume 2,,Rock Band Track Pack Volume 2 | PS3,956,,0.01,0.11,,0.13,
Rock Band Track Pack: Classic Rock,,Rock Band Track Pack: Classic Rock | PS3,1006,,0.01,0.1,,0.11,
Rock Band: Metal Track Pack,,Rock Band: Metal Track Pack | PS3,982,,0.01,0.11,,0.12,
Rock of the Dead,,Rock of the Dead | PS3,1163,,0.01,0.04,45.0,0.05,
Rock Revolution,,Rock Revolution | PS3,687,,0.02,0.25,42.0,0.27,6.6
Rocksmith,0.09,Rocksmith | PS3,208,0.38,0.13,0.53,80.0,1.13,8.3
Rocksmith 2014,0.05,Rocksmith 2014 | PS3,239,0.26,0.17,0.55,,1.04,
Rogue Legacy,,Rogue Legacy | PS3,1731,,,,,,8.0
Rogue Warrior,,Rogue Warrior | PS3,936,0.02,0.01,0.11,27.0,0.13,2.8
Romance of the Three Kingdoms 13,0.05,Romance of the Three Kingdoms 13 | PS3,1147,,,,,0.05,
Romance of the Three Kingdoms 13 with Power-Up Kit,0.01,Romance of the Three Kingdoms 13 with Power-Up Kit | PS3,1365,,,,,0.01,
Romance of the Three Kingdoms XII,0.09,Romance of the Three Kingdoms XII | PS3,1064,,,,,0.09,
Rozen Maiden: Wechseln Sie Welt ab,,Rozen Maiden: Wechseln Sie Welt ab | PS3,1734,,,,,,
Rugby 15,,Rugby 15 | PS3,1028,0.05,0.02,0.03,,0.1,
Rugby Challenge 2: The Lions Tour Edition,,Rugby Challenge 2: The Lions Tour Edition | PS3,1735,,,,,,
Rugby Challenge 3,,Rugby Challenge 3 | PS3,1238,0.03,,,,0.03,
Rugby League Live,,Rugby League Live | PS3,1258,0.02,0.01,,,0.03,
Rugby League Live 2,,Rugby League Live 2 | PS3,1736,,,,,,
Rugby League Live 3,,Rugby League Live 3 | PS3,1318,0.01,,,,0.01,
Rugby World Cup 2011,,Rugby World Cup 2011 | PS3,644,0.25,0.07,,50.0,0.32,5.6
Rugby World Cup 2015,,Rugby World Cup 2015 | PS3,1143,0.05,0.01,,,0.06,8.8
Rui wa Tomo o Yobu,,Rui wa Tomo o Yobu | PS3,1737,,,,,,
Rune Factory: Tides of Destiny,0.07,Rune Factory: Tides of Destiny | PS3,757,,0.02,0.14,55.0,0.23,8.1
Sacred 2: Fallen Angel,0.08,Sacred 2: Fallen Angel | PS3,418,0.23,0.09,0.22,70.0,0.61,6.8
Sacred 3,0.03,Sacred 3 | PS3,1002,0.04,0.01,0.03,56.0,0.11,3.5
Sacrilegium,,Sacrilegium | PS3,1739,,,,,,
Saint Seiya: Brave Soldiers,0.06,Saint Seiya: Brave Soldiers | PS3,1110,0.01,,,55.0,0.07,7.4
Saint Seiya: Sanctuary Battle,0.11,Saint Seiya: Sanctuary Battle | PS3,759,0.09,0.02,,62.0,0.23,7.6
Saint Seiya: Soldiers' Soul,0.05,Saint Seiya: Soldiers' Soul | PS3,1154,,,,,0.05,6.6
Saints Row 2,0.02,Saints Row 2 | PS3,123,0.54,0.24,0.88,82.0,1.68,8.0
Saints Row IV,0.09,Saints Row IV | PS3,167,0.45,0.21,0.58,76.0,1.33,6.3
Saints Row: Gat out of Hell,,Saints Row: Gat out of Hell | PS3,1373,0.01,,,,0.01,
Saints Row: The Third,0.18,Saints Row: The Third | PS3,73,1.06,0.37,0.86,82.0,2.48,7.8
Sakigake!! Otokojuku - Nihon yo Kore ga Otoko Dearu!,0.01,Sakigake!! Otokojuku - Nihon yo Kore ga Otoko Dearu! | PS3,1336,,,,,0.01,
Samurai Warriors 2,0.03,Samurai Warriors 2 | PS3,1255,,,,,0.03,
Samurai Warriors 3Z,0.33,Samurai Warriors 3Z | PS3,619,,,,,0.33,
Samurai Warriors 4,0.26,Samurai Warriors 4 | PS3,707,,,,,0.26,8.0
Samurai Warriors 4: Empires,0.07,Samurai Warriors 4: Empires | PS3,1126,,,,,0.07,
Samurai Warriors 4-II,0.12,Samurai Warriors 4-II | PS3,968,,,,,0.12,
Samurai Warriors: Sanada Maru,0.02,Samurai Warriors: Sanada Maru | PS3,1272,,,,,0.02,
Sanctum 2,,Sanctum 2 | PS3,1740,,,,,,6.5
SAW,,SAW | PS3,592,0.17,0.06,0.13,,0.36,
Saw II: Flesh & Blood,,Saw II: Flesh & Blood | PS3,841,0.06,0.02,0.1,45.0,0.19,6.2
SBK 2011: FIM Superbike World Championship,,SBK 2011: FIM Superbike World Championship | PS3,958,0.09,0.02,0.01,,0.13,
SBK Superbike World Championship,,SBK Superbike World Championship | PS3,722,0.11,0.02,0.12,59.0,0.25,6.1
SBK X: Superbike World Championship,,SBK X: Superbike World Championship | PS3,782,0.13,0.04,0.05,73.0,0.21,7.5
SBK09 Superbike World Championship,,SBK09 Superbike World Championship | PS3,1320,0.01,,,,0.01,
Scarygirl,,Scarygirl | PS3,1741,,,,66.0,,6.0
Scene It? Bright Lights! Big Screen!,,Scene It? Bright Lights! Big Screen! | PS3,950,0.01,0.01,0.1,53.0,0.13,
SCORE International Baja 1000: The Official Game,,SCORE International Baja 1000: The Official Game | PS3,1095,,0.01,0.07,,0.08,
Sega Golf Club: Miyazato San Kyoudai Naizou,0.01,Sega Golf Club: Miyazato San Kyoudai Naizou | PS3,1326,,,,,0.01,
Sega Rally Revo,,Sega Rally Revo | PS3,405,0.43,0.14,0.07,75.0,0.63,7.0
Sega Superstars Tennis,,Sega Superstars Tennis | PS3,558,0.2,0.07,0.13,67.0,0.4,7.4
Sekai Saikyou Ginsei Igo: Hybrid Monte Carlo,,Sekai Saikyou Ginsei Igo: Hybrid Monte Carlo | PS3,1748,,,,,,
Sekai Saikyou Ginsei Shogi: Fuuum Ryouko Raiden,,Sekai Saikyou Ginsei Shogi: Fuuum Ryouko Raiden | PS3,1749,,,,,,
Sengoku Basara 3 Double Pack,,Sengoku Basara 3 Double Pack | PS3,1750,,,,,,
Sengoku Basara 3 Utage,0.22,Sengoku Basara 3 Utage | PS3,766,,,,,0.22,
Sengoku Basara 4,0.27,Sengoku Basara 4 | PS3,681,,,,,0.27,
Sengoku Basara 4: Sumeragi,0.09,Sengoku Basara 4: Sumeragi | PS3,1066,,,,,0.09,
Sengoku Basara: Samurai Heroes,0.4,Sengoku Basara: Samurai Heroes | PS3,396,0.04,0.02,0.17,61.0,0.64,8.0
Sengoku Basara: Sanada Yukimura-Den,0.04,Sengoku Basara: Sanada Yukimura-Den | PS3,1184,,,,,0.04,
Sengoku Hime 4: Souha Hyakkei Hanamamoru Chikai,,Sengoku Hime 4: Souha Hyakkei Hanamamoru Chikai | PS3,1751,,,,,,
Sengoku Hime: Senkou no Taika - Akatsuki no Haryuu,0.01,Sengoku Hime: Senkou no Taika - Akatsuki no Haryuu | PS3,1364,,,,,0.01,
Sengoku Musou 3 Empires,0.14,Sengoku Musou 3 Empires | PS3,922,,,,,0.14,
Sengoku Musou 3 Z,0.33,Sengoku Musou 3 Z | PS3,620,,,,,0.33,
Shadow of the Colossus,0.04,Shadow of the Colossus | PS3,1198,,,,,0.04,
Shadows of the Damned,0.04,Shadows of the Damned | PS3,684,0.09,0.03,0.11,77.0,0.27,8.1
Shank 2,,Shank 2 | PS3,1753,,,,77.0,,6.2
Shantae: Half-Genie Hero,,Shantae: Half-Genie Hero | PS3,1754,,,,,,
Shaun White Skateboarding,,Shaun White Skateboarding | PS3,801,0.05,0.03,0.12,61.0,0.2,6.5
Shaun White Snowboarding,0.01,Shaun White Snowboarding | PS3,392,0.24,0.1,0.31,63.0,0.66,6.3
ShellShock 2: Blood Trails,,ShellShock 2: Blood Trails | PS3,1080,0.03,0.01,0.04,35.0,0.08,4.8
Sherlock Holmes: Crimes & Punishments,,Sherlock Holmes: Crimes & Punishments | PS3,1122,0.03,0.01,0.03,,0.07,7.4
Shin Dynasty Warriors Gundam,0.23,Shin Dynasty Warriors Gundam | PS3,750,,,,,0.23,
Shin Kamaitachi no Yoru: 11 Hitome no Suspect,0.11,Shin Kamaitachi no Yoru: 11 Hitome no Suspect | PS3,1001,,,,,0.11,
Shin Koihime Musou: Otome Taisen * Sangokushi Engi,0.01,Shin Koihime Musou: Otome Taisen * Sangokushi Engi | PS3,1340,,,,,0.01,
Shin Megami Tensei: Digital Devil Saga,,Shin Megami Tensei: Digital Devil Saga | PS3,1756,,,,,,
Shin Megami Tensei: Digital Devil Saga 2,,Shin Megami Tensei: Digital Devil Saga 2 | PS3,1757,,,,,,
Shin Megami Tensei: Nocturne,,Shin Megami Tensei: Nocturne | PS3,1758,,,,,,
Shin Megami Tensei: Persona 4,,Shin Megami Tensei: Persona 4 | PS3,1759,,,,,,
Shin Sangoku Musou Online: Kamishou Ranbu,0.03,Shin Sangoku Musou Online: Kamishou Ranbu | PS3,1241,,,,,0.03,
Shin Sangoku Musou Online: Ryuujin Ranbu,,Shin Sangoku Musou Online: Ryuujin Ranbu | PS3,1760,,,,,,
Shin Sangoku Musou Online: Souten Ranbu,0.02,Shin Sangoku Musou Online: Souten Ranbu | PS3,1314,,,,,0.02,
Shining Resonance,0.14,Shining Resonance | PS3,926,,,,,0.14,
Shinken de Watashi ni Koi Shinasai! R,0.02,Shinken de Watashi ni Koi Shinasai! R | PS3,1285,,,,,0.02,
Shirokishi Monogatari: Inishie no Kodou - EX Edition,,Shirokishi Monogatari: Inishie no Kodou - EX Edition | PS3,1762,,,,,,
Shovel Knight,,Shovel Knight | PS3,1763,,,,,,8.1
Shrek: Forever After,,Shrek: Forever After | PS3,800,0.02,0.03,0.16,,0.2,
Sid Meier's Civilization Revolution,0.01,Sid Meier's Civilization Revolution | PS3,337,0.19,0.09,0.49,85.0,0.78,7.7
Silent Hill HD Collection,0.03,Silent Hill HD Collection | PS3,631,0.1,0.04,0.15,70.0,0.32,4.7
Silent Hill: Downpour,0.04,Silent Hill: Downpour | PS3,503,0.16,0.06,0.21,64.0,0.47,7.0
Silent Hill: Homecoming,,Silent Hill: Homecoming | PS3,570,0.15,0.06,0.18,71.0,0.39,6.8
SingStar,,SingStar | PS3,210,0.56,0.12,0.45,82.0,1.13,5.9
SingStar Abba,,SingStar Abba | PS3,273,0.51,0.16,0.27,,0.93,
SingStar Apres-Ski Party 2,,SingStar Apres-Ski Party 2 | PS3,1084,0.07,0.01,,,0.08,
SingStar Chartbreaker,,SingStar Chartbreaker | PS3,1252,0.02,0.01,,,0.03,
SingStar Dance,,SingStar Dance | PS3,474,0.32,0.11,0.09,65.0,0.52,3.9
SingStar Fussballhits,,SingStar Fussballhits | PS3,1251,0.02,0.01,,,0.03,
SingStar Guitar,,SingStar Guitar | PS3,1040,0.08,0.02,,,0.09,
SingStar Kent,,SingStar Kent | PS3,1765,,,,,,
SingStar Latino,,SingStar Latino | PS3,991,,0.01,0.11,,0.12,
SingStar Mallorca Party,,SingStar Mallorca Party | PS3,1152,0.04,0.01,,,0.05,
SingStar Motown,,SingStar Motown | PS3,865,0.16,0.02,,,0.17,
SingStar Pop Edition,,SingStar Pop Edition | PS3,779,0.19,0.03,,,0.21,
SingStar Queen,,SingStar Queen | PS3,523,0.25,0.07,0.11,74.0,0.44,6.8
SingStar Take That,,SingStar Take That | PS3,649,0.28,0.03,,,0.31,
SingStar Vasco,,SingStar Vasco | PS3,1768,,,,,,
SingStar Vol. 2,,SingStar Vol. 2 | PS3,328,0.39,0.12,0.29,76.0,0.81,
SingStar Vol. 3,,SingStar Vol. 3 | PS3,969,0.1,0.02,,,0.12,
SingStar: Back to the 80s,,SingStar: Back to the 80s | PS3,806,0.16,0.04,,,0.2,
SingStar: Made In Germany,,SingStar: Made In Germany | PS3,1078,0.07,0.02,,,0.08,
SingStar: Morangos com Acucar,,SingStar: Morangos com Acucar | PS3,1769,,,,,,
Singstar: Ultimate Party,,Singstar: Ultimate Party | PS3,1051,0.08,0.01,,,0.09,
Singularity,0.01,Singularity | PS3,745,0.03,0.03,0.17,77.0,0.24,7.7
Siren: Blood Curse,0.09,Siren: Blood Curse | PS3,679,0.17,0.01,,,0.28,
Skate,,Skate | PS3,588,0.04,0.03,0.29,85.0,0.37,8.1
Skate 2,0.01,Skate 2 | PS3,312,0.25,0.12,0.46,84.0,0.84,7.8
Skate 3,,Skate 3 | PS3,100,0.92,0.32,0.79,80.0,2.03,7.7
Ski-Doo Snowmobile Challenge,,Ski-Doo Snowmobile Challenge | PS3,1016,,0.01,0.1,,0.1,
Skydive: Proximity Flight,,Skydive: Proximity Flight | PS3,1771,,,,62.0,,
Skylanders Giants,,Skylanders Giants | PS3,227,0.52,0.18,0.38,77.0,1.07,6.7
Skylanders Imaginators,,Skylanders Imaginators | PS3,682,0.16,0.04,0.07,,0.27,6.8
Skylanders SWAP Force,,Skylanders SWAP Force | PS3,217,0.46,0.18,0.46,,1.1,
Skylanders: Spyro's Adventure,,Skylanders: Spyro's Adventure | PS3,268,0.4,0.15,0.39,77.0,0.94,5.1
Skylanders: SuperChargers,,Skylanders: SuperChargers | PS3,536,0.16,0.07,0.19,,0.43,
Skylanders: Trap Team,,Skylanders: Trap Team | PS3,367,0.3,0.12,0.28,,0.7,
Sleeping Dogs,0.05,Sleeping Dogs | PS3,237,0.5,0.17,0.31,83.0,1.04,7.7
Slender: The Arrival,,Slender: The Arrival | PS3,1772,,,,48.0,,5.8
Slotter Chou Mania: Antonio Inoki ga Genki ni Suru Pachi-Slot Ki,,Slotter Chou Mania: Antonio Inoki ga Genki ni Suru Pachi-Slot Ki | PS3,1773,,,,,,
Slotter Mania V: Gakuen Mokushiroku - Highschool of the Dead,,Slotter Mania V: Gakuen Mokushiroku - Highschool of the Dead | PS3,1775,,,,,,
Sly Cooper: Thieves in Time,,Sly Cooper: Thieves in Time | PS3,434,0.13,0.1,0.35,75.0,0.58,8.4
Sniper Elite 3,,Sniper Elite 3 | PS3,647,0.14,0.05,0.12,,0.31,
Sniper Elite V2,0.06,Sniper Elite V2 | PS3,255,0.4,0.15,0.38,70.0,0.98,6.9
Sniper: Ghost Warrior,0.04,Sniper: Ghost Warrior | PS3,323,0.35,0.14,0.29,53.0,0.82,6.0
Sniper: Ghost Warrior 2,0.03,Sniper: Ghost Warrior 2 | PS3,617,0.2,0.05,0.05,52.0,0.34,5.9
Soccer Tsuku: Pro Soccer Club o Tsukurou!,0.13,Soccer Tsuku: Pro Soccer Club o Tsukurou! | PS3,959,,,,,0.13,
SOCOM 4: U.S. Navy SEALs,0.04,SOCOM 4: U.S. Navy SEALs | PS3,286,0.12,0.09,0.66,67.0,0.9,6.4
SOCOM: U.S. Navy SEALs Confrontation,0.02,SOCOM: U.S. Navy SEALs Confrontation | PS3,180,0.17,0.14,0.94,63.0,1.26,6.9
Soldier of Fortune: Payback,,Soldier of Fortune: Payback | PS3,907,0.02,0.02,0.12,50.0,0.15,5.4
Sonic & All-Stars Racing Transformed,,Sonic & All-Stars Racing Transformed | PS3,1776,,,,82.0,,8.2
Sonic & SEGA All-Stars Racing,,Sonic & SEGA All-Stars Racing | PS3,262,0.44,0.16,0.36,,0.96,
Sonic & Sega All-Stars Racing Transformed,0.02,Sonic & Sega All-Stars Racing Transformed | PS3,493,0.32,0.07,0.08,,0.49,
Sonic Adventure 2,,Sonic Adventure 2 | PS3,1777,,,,65.0,,8.1
Sonic Generations,0.02,Sonic Generations | PS3,129,0.72,0.25,0.6,76.0,1.59,8.3
Sonic the Hedgehog (2006),0.04,Sonic the Hedgehog (2006) | PS3,202,0.06,0.66,0.41,,1.16,
Sonic The Hedgehog 4 Episode I,,Sonic The Hedgehog 4 Episode I | PS3,1778,,,,,,
Sonic Unleashed,0.01,Sonic Unleashed | PS3,243,0.32,0.14,0.56,54.0,1.03,7.7
Sonic's Ultimate Genesis Collection,,Sonic's Ultimate Genesis Collection | PS3,80,0.62,0.33,1.38,80.0,2.33,8.6
Sorcery,,Sorcery | PS3,654,0.11,0.05,0.14,70.0,0.3,7.3
Soul Calibur IV,,Soul Calibur IV | PS3,1779,,,,,,
SoulCalibur II,,SoulCalibur II | PS3,1780,,,,,,
SoulCalibur IV,0.14,SoulCalibur IV | PS3,145,0.4,0.2,0.72,85.0,1.47,7.8
SoulCalibur V,0.07,SoulCalibur V | PS3,345,0.24,0.09,0.35,81.0,0.76,6.7
SoulCalibur: Lost Swords,,SoulCalibur: Lost Swords | PS3,1781,,,,38.0,,1.9
Sound Shapes,,Sound Shapes | PS3,1782,,,,84.0,,7.4
South Park: The Stick of Truth,,South Park: The Stick of Truth | PS3,258,0.36,0.16,0.44,85.0,0.97,8.5
Space Hulk,,Space Hulk | PS3,1783,,,,,,
Spartacus Legends,,Spartacus Legends | PS3,1784,,,,50.0,,5.9
Spec Ops: The Line,0.04,Spec Ops: The Line | PS3,458,0.24,0.07,0.19,77.0,0.55,8.1
Spellforce Universe,,Spellforce Universe | PS3,1785,,,,,,
Spelunky,,Spelunky | PS3,1786,,,,83.0,,7.6
Spider-Man 3,0.02,Spider-Man 3 | PS3,378,0.29,0.11,0.26,60.0,0.67,7.0
Spider-Man: Edge of Time,,Spider-Man: Edge of Time | PS3,761,0.07,0.03,0.13,58.0,0.23,7.2
Spider-Man: Shattered Dimensions,,Spider-Man: Shattered Dimensions | PS3,524,0.13,0.05,0.26,74.0,0.44,7.6
Spider-Man: Web of Shadows,,Spider-Man: Web of Shadows | PS3,705,0.04,0.02,0.2,67.0,0.26,8.0
Splatterhouse,,Splatterhouse | PS3,884,0.02,0.02,0.13,59.0,0.16,7.9
Split/Second,0.01,Split/Second | PS3,360,0.3,0.11,0.31,84.0,0.73,8.1
SpongeBob SquarePants: Plankton's Robotic Revenge,,SpongeBob SquarePants: Plankton's Robotic Revenge | PS3,1787,,,,,,5.3
Sports Champions,0.1,Sports Champions | PS3,42,1.13,0.5,2.14,76.0,3.87,7.9
Sports Champions 2,,Sports Champions 2 | PS3,1383,,,,69.0,,7.5
SPORTSFRIENDS,,SPORTSFRIENDS | PS3,1788,,,,,,
SSX,0.02,SSX | PS3,278,0.42,0.13,0.35,81.0,0.92,6.8
Star Ocean 5: Integrity and Faithlessness,0.06,Star Ocean 5: Integrity and Faithlessness | PS3,1141,,,,,0.06,
Star Ocean: The Last Hope,,Star Ocean: The Last Hope | PS3,1789,,,,,,
Star Ocean: The Last Hope International,0.22,Star Ocean: The Last Hope International | PS3,362,0.15,0.07,0.28,74.0,0.73,6.8
Star Trek: The Game,,Star Trek: The Game | PS3,719,0.11,0.04,0.1,,0.25,
Star Wars Pinball,,Star Wars Pinball | PS3,1791,,,,,,5.6
Star Wars The Clone Wars: Republic Heroes,,Star Wars The Clone Wars: Republic Heroes | PS3,528,0.18,0.07,0.19,43.0,0.44,5.5
Star Wars: 1313,,Star Wars: 1313 | PS3,1792,,,,,,
Star Wars: The Force Unleashed,,Star Wars: The Force Unleashed | PS3,87,0.86,0.35,1.01,71.0,2.22,6.6
Star Wars: The Force Unleashed - Ultimate Sith Edition,,Star Wars: The Force Unleashed - Ultimate Sith Edition | PS3,1386,,,,,,7.6
Star Wars: The Force Unleashed II,,Star Wars: The Force Unleashed II | PS3,139,0.5,0.21,0.8,63.0,1.51,6.8
Starhawk,0.03,Starhawk | PS3,655,0.05,0.03,0.18,77.0,0.3,7.8
Start the Party!,,Start the Party! | PS3,412,0.41,0.13,0.07,55.0,0.62,5.1
Start the Party! Save the World,,Start the Party! Save the World | PS3,1035,0.08,0.02,,50.0,0.1,
Starwhal: Just the Tip,,Starwhal: Just the Tip | PS3,1793,,,,,,
Stealth Inc.,,Stealth Inc. | PS3,1794,,,,,,
Steins;Gate,0.02,Steins;Gate | PS3,1135,0.02,0.01,0.01,83.0,0.06,8.8
Steins;Gate 0,0.03,Steins;Gate 0 | PS3,1227,,,,,0.03,
Steins;Gate: Hiyoku Renri no Darling,0.02,Steins;Gate: Hiyoku Renri no Darling | PS3,1295,,,,,0.02,
Steins;Gate: Senkei Kousoku no Phonogram,0.06,Steins;Gate: Senkei Kousoku no Phonogram | PS3,1134,,,,,0.06,
Stick It To The Man,,Stick It to the Man | PS3,1795,,,,,,
Stormrise,,Stormrise | PS3,862,0.02,0.02,0.13,51.0,0.17,5.3
Stranglehold,,Stranglehold | PS3,653,0.03,0.03,0.24,77.0,0.3,7.9
Street Fighter Alpha Anthology,,Street Fighter Alpha Anthology | PS3,1796,,,,,,
Street Fighter IV,0.59,Street Fighter IV | PS3,38,1.05,0.52,2.04,94.0,4.19,7.3
Street Fighter X Tekken,0.1,Street Fighter X Tekken | PS3,314,0.22,0.1,0.42,84.0,0.84,5.4
Strider (2014),0.01,Strider (2014) | PS3,1331,,,,,0.01,
Stuntman: Ignition,,Stuntman: Ignition | PS3,471,0.26,0.1,0.17,,0.52,
Summer Challenge: Athletics Tournament,,Summer Challenge: Athletics Tournament | PS3,1206,0.03,0.01,,,0.04,
Super Hero Generation,0.04,Super Hero Generation | PS3,1214,,,,,0.04,
Super Heroine Chronicle,0.03,Super Heroine Chronicle | PS3,1234,,,,,0.03,
Super Motherload,,Super Motherload | PS3,1798,,,,,,
Super Robot Taisen OG Infinite Battle,0.04,Super Robot Taisen OG Infinite Battle | PS3,1186,,,,,0.04,
Super Robot Taisen OG Saga: Masou Kishin III - Pride of Justice,0.07,Super Robot Taisen OG Saga: Masou Kishin III - Pride of Justice | PS3,1115,,,,,0.07,
Super Robot Wars OG Saga Masou Kishin F: Coffin of the End,0.06,Super Robot Wars OG Saga Masou Kishin F: Coffin of the End | PS3,1131,,,,,0.06,
Super Robot Wars OG: The Moon Dwellers,0.08,Super Robot Wars OG: The Moon Dwellers | PS3,1090,,,,,0.08,
Super Street Fighter IV,0.18,Super Street Fighter IV | PS3,163,0.33,0.15,0.68,92.0,1.34,7.8
Super Street Fighter IV: Arcade Edition,0.17,Super Street Fighter IV: Arcade Edition | PS3,575,0.05,0.02,0.15,80.0,0.38,7.2
SuperCar Challenge,,SuperCar Challenge | PS3,1228,0.03,0.01,,,0.03,
Superstars V8 Next Challenge,,Superstars V8 Next Challenge | PS3,1380,,,,,,
Superstars V8 Racing,,Superstars V8 Racing | PS3,1216,0.03,0.01,,66.0,0.04,5.4
Supremacy MMA,,Supremacy MMA | PS3,940,0.04,0.02,0.08,47.0,0.13,6.5
Surf's Up,,Surf's Up | PS3,1200,,,0.03,59.0,0.04,5.1
Suzumiya Haruhi no Tsuisou,0.03,Suzumiya Haruhi no Tsuisou | PS3,1226,,,,,0.03,
Sword Art Online: Lost Song,0.11,Sword Art Online: Lost Song | PS3,1004,,,,,0.11,
Syndicate,,Syndicate | PS3,920,0.06,0.02,0.07,75.0,0.15,6.5
Tales from the Borderlands,,Tales from the Borderlands | PS3,1801,,,,,,
Tales of Berseria,0.13,Tales of Berseria | PS3,939,,,,,0.13,
Tales of Graces f,0.45,Tales of Graces f | PS3,250,0.19,0.07,0.28,77.0,0.99,8.2
Tales of Symphonia Chronicles,0.13,Tales of Symphonia Chronicles | PS3,465,0.13,0.07,0.21,77.0,0.54,8.5
Tales of Symphonia: Dawn of the New World,,Tales of Symphonia: Dawn of the New World | PS3,1803,,,,,,7.4
Tales of Vesperia,0.46,Tales of Vesperia | PS3,509,,,,,0.46,
Tales of Xillia,0.67,Tales of Xillia | PS3,182,0.2,0.1,0.29,78.0,1.25,8.2
Tales of Xillia 2,0.45,Tales of Xillia 2 | PS3,299,0.13,0.07,0.22,71.0,0.87,7.9
Tales of Zesteria,0.42,Tales of Zesteria | PS3,424,0.07,0.03,0.07,,0.6,
Team Fortress 2,,Team Fortress 2 | PS3,1804,,,,,,
Tears to Tiara Gaiden: Avalon no Nazo,0.04,Tears to Tiara Gaiden: Avalon no Nazo | PS3,1211,,,,,0.04,
Tears to Tiara II: Haou no Matsuei,0.06,Tears to Tiara II: Haou no Matsuei | PS3,903,0.01,0.02,0.07,,0.15,
Tears to Tiara: Kakan no Daichi,0.08,Tears to Tiara: Kakan no Daichi | PS3,1098,,,,,0.08,
Teenage Mutant Ninja Turtles: Danger of the Ooze,,Teenage Mutant Ninja Turtles: Danger of the Ooze | PS3,725,0.09,0.04,0.11,,0.25,5.9
Teenage Mutant Ninja Turtles: Mutants in Manhattan,,Teenage Mutant Ninja Turtles: Mutants in Manhattan | PS3,1044,0.04,0.02,0.04,,0.09,3.4
